csv_file,inferred_feed_type,confidence,columns,sample_http,inferred_source_page,no_header_detected
nass_census_New_Hampshire_2.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Hampshire/nhv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Hampshire/index.php",False
nass_census_New_Hampshire_3.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Hampshire/nhv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Hampshire/index.php",False
nass_census_New_Hampshire_4.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Hampshire/nhv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Hampshire/index.php",False
nass_census_New_Hampshire_5.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Hampshire/nhv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Hampshire/index.php",False
nass_census_New_Hampshire_6.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Hampshire/nhv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Hampshire/index.php",False
nass_census_New_Jersey.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Jersey/njv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Jersey/index.php",False
nass_census_New_Jersey_0.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Jersey/njv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Jersey/index.php",False
nass_census_New_Jersey_1.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Jersey/njv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Jersey/index.php",False
nass_census_New_Mexico.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Mexico/nmv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Mexico/index.php",False
nass_census_New_Mexico_0.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Mexico/nmv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Mexico/index.php",False
nass_census_New_York.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_York/nyv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_York/index.php",False
nass_census_New_York_0.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_York/nyv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_York/index.php",False
nass_census_North_Carolina.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/North_Carolina/ncv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/North_Carolina/index.php",False
nass_census_North_Carolina_0.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/North_Carolina/ncv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/North_Carolina/index.php",False
nass_census_Puerto_Rico.csv,state_census,medium,table|url|filename|state|category|query,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Puerto_Rico/Island_Summary.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Puerto_Rico/index.php,False
nass_census_Wisconsin.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Wisconsin/wiv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Wisconsin/index.php",False
nass_census_Wisconsin_0.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Wisconsin/wiv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Wisconsin/index.php",False
NASS_Landing_Pages Final.csv,landing_page,high,id|title|field_content|new_path|old_path,https://www.nass.usda.gov/Data_and_Statistics/index.php,https://www.nass.usda.gov/Data_and_Statistics/index.php,False
nass_market_val_results - nass_market_val_results - nass_market_val_results - nass_market_val_results.csv,ranking_of_market_value_of_ag_pr,high,table|state|year|state_title,,,False
national-release-final-07272023.csv,releases_by_title_and_date_natio,medium,release date|title|url,https://www.nass.usda.gov/AgCensus/,https://www.nass.usda.gov/AgCensus/index.php,False
national_census - national_census (2)_0.csv,national_census,high,table|census|year|pdf|pdf_url|query_url_text|title,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_US/st99_1_0001_0001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_US/index.php",False
national_census - national_census.csv,national_census,high,table|census|pdf|pdf_url|query_url|query_url_text|title,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_US/st99_1_0001_0001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_US/index.php",False
Nebraska Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd3101.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Nebraska State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Nebraska/nev1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Nebraska/index.php",False
Nebraska State & County Profiles.csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Nebraska/cp99031.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Nebraska/index.php,False
Nebraska-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Nebraska/cpd31001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Nebraska/index.php",False
Nebraska-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date||,,,False
Nebraska-Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Nebraska/Publications/Cooperative_Projects/wheat2015.pdf,https://www.nass.usda.gov/Statistics_by_State/Nebraska/Publications/Cooperative_Projects/index.php,False
Nebraska-Releases_0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Nebraska/Publications/Cooperative_Projects/wheat2015.pdf,https://www.nass.usda.gov/Statistics_by_State/Nebraska/Publications/Cooperative_Projects/index.php,False
Nebraska-Releases_1.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Nebraska/Publications/Cooperative_Projects/wheat2015.pdf,https://www.nass.usda.gov/Statistics_by_State/Nebraska/Publications/Cooperative_Projects/index.php,False
Nevada Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd3201.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Nevada State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Nevada/nvv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Nevada/index.php",False
Nevada State & County Profiles.csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Nevada/cp99032.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Nevada/index.php,False
Nevada-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Nevada/cpd32510.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Nevada/index.php",False
Nevada-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Nevada-Releases (Delta Version)_0.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Nevada-Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Nevada/Publications/Annual_Statistical_Bulletin/1960s/1968.pdf,https://www.nass.usda.gov/Statistics_by_State/Nevada/Publications/Annual_Statistical_Bulletin/1960s/index.php,False
Nevada-State Releases Updated.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Nevada/Publications/Annual_Statistical_Bulletin/1960s/1968.pdf,https://www.nass.usda.gov/Statistics_by_State/Nevada/Publications/Annual_Statistical_Bulletin/1960s/index.php,False
New Hampshire Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd3301.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
New Hampshire State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Hampshire/nhv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Hampshire/index.php",False
New Hampshire State & County Profiles.csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/New_Hampshire/cp99033.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/New_Hampshire/index.php,False
New Hampshire-Releases (Delta Version)_0.csv,state_releases_filtered,high,path|title|state|category|date,,,False
New Jersey - reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/New_Jersey/cpd34001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/New_Jersey/index.php",False
New Jersey Congressional District Profiles .csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd3401.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
New Jersey State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Jersey/njv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Jersey/index.php",False
New Jersey State & County Profiles.csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/New_Jersey/cp99034.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/New_Jersey/index.php,False
New Mexico Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd3501.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
New Mexico State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Mexico/nmv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Mexico/index.php",False
New Mexico State & County Profiles.csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/New_Mexico/cp99035.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/New_Mexico/index.php,False
New York Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd3601.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
New York State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_York/nyv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_York/index.php",False
New York State & County Profiles.csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/New_York/cp99036.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/New_York/index.php,False
news_2012_dave_edits - news_2012_dave_edits.csv,news_releases,medium,news_title|news_alt_title|content|url_redirect|date|referring_url|news_new_url|contact,https://www.nass.usda.gov/Newsroom/archive/2012/11_28_2012.php,https://www.nass.usda.gov/Newsroom/archive/2012/11_28_2012.php,False
news_2012_dave_edits - news_2012_dave_edits_0.csv,news_releases,medium,news_title|news_alt_title|content|url_redirect|date|referring_url|news_new_url|contact,https://www.nass.usda.gov/Newsroom/archive/2012/11_28_2012.php,https://www.nass.usda.gov/Newsroom/archive/2012/11_28_2012.php,False
news_2013_dave_edits - news_2013_dave_edits.csv,news_releases,medium,news_title|news_alt_title|content|url_redirect|date|referring_url|news_new_url|contact,https://www.nass.usda.gov/Newsroom/archive/2013/12_26_2013-1.php,https://www.nass.usda.gov/Newsroom/archive/2013/12_26_2013-1.php,False
news_2013_dave_edits - news_2013_dave_edits_0.csv,news_releases,medium,news_title|news_alt_title|content|url_redirect|date|referring_url|news_new_url|contact,https://www.nass.usda.gov/Newsroom/archive/2013/12_26_2013-1.php,https://www.nass.usda.gov/Newsroom/archive/2013/12_26_2013-1.php,False
news_2014_dave_edits - news_2014_dave_edits.csv,news_releases,medium,news_title|news_alt_title|content|url_redirect|date|referring_url|news_new_url|contact,https://www.nass.usda.gov/Newsroom/archive/2014/12_23_2014.php,https://www.nass.usda.gov/Newsroom/archive/2014/12_23_2014.php,False
news_2015_dave_edits - news_2015_dave_edits.csv,news_releases,medium,news_title|news_alt_title|content|url_redirect|date|referring_url|news_new_url|contact,https://www.nass.usda.gov/Newsroom/archive/2015/12_23_2015a.php,https://www.nass.usda.gov/Newsroom/archive/2015/12_23_2015a.php,False
news_2016_dave_edits - news_2016_dave_edits.csv,news_releases,medium,news_title|news_alt_title|content|url_redirect|date|referring_url|news_new_url|contact,https://www.nass.usda.gov/Newsroom/archive/2016/12_23_2016.php,https://www.nass.usda.gov/Newsroom/archive/2016/12_23_2016.php,False
news_2017_dave_edits - news_2017_dave_edits.csv,news_releases,medium,news_title|news_alt_title|content|url_redirect|date|referring_url|news_new_url|contact,https://www.nass.usda.gov/Newsroom/archive/2017/12_27_2017.php,https://www.nass.usda.gov/Newsroom/archive/2017/12_27_2017.php,False
news_2018_dave_edits - news_2018_dave_edits.csv,news_releases,medium,news_title|news_alt_title|content|url_redirect|date|referring_url|news_new_url|contact,https://www.nass.usda.gov/Newsroom/archive/2018/12-21-2018.php,https://www.nass.usda.gov/Newsroom/archive/2018/12-21-2018.php,False
news_2019_dave_edits - news_2019_dave_edits.csv,news_releases,medium,news_title|news_alt_title|content|url_redirect|date|referring_url|news_new_url|contact,https://www.nass.usda.gov/Newsroom/archive/2019/12-23-2019a.php,https://www.nass.usda.gov/Newsroom/archive/2019/12-23-2019a.php,False
news_2020_davew_edits - news_2020_davew_edits.csv,news_releases,medium,news_title|news_alt_title|content|url_redirect|date|referring_url|news_new_url|contact,https://www.nass.usda.gov/Newsroom/archive/2020/09-11-2020.php,https://www.nass.usda.gov/Newsroom/archive/2020/09-11-2020.php,False
news_2021_dave_edits - news_2021_dave_edits.csv,news_releases,medium,news_title|news_alt_title|content|url_redirect|date|referring_url|news_new_url|contact,https://www.nass.usda.gov/Newsroom/archive/2021/12-23-2021.php,https://www.nass.usda.gov/Newsroom/archive/2021/12-23-2021.php,False
news_2022 (1) - news_2022 (1).csv,news_releases,medium,news_title|contact|content|date,,,False
news_2022_dave_edits - news_2022_dave_edits.csv,news_releases,medium,news_title|news_alt_title|content|url_redirect|date|referring_url|news_new_url|contact,https://www.nass.usda.gov/Newsroom/2022/06-30-2022.php,https://www.nass.usda.gov/Newsroom/2022/06-30-2022.php,False
news_2023 - news_2023.csv,news_releases,medium,news_title|contact|content|date,,,False
news_release.csv,asb_notice_feed,high,title|url,https://www.nass.usda.gov/Newsroom/2022/01-12-2022.php,https://www.nass.usda.gov/Newsroom/2022/01-12-2022.php,False
New_England-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
New_England-Releases.csv,UNKNOWN,unknown,"https://www.nass.usda.gov/Statistics_by_State/New_England_includes/Publications/Annual_Statistical_Bulletin/2015/2015%20New%20England%20Annual%20Bulletin.pdf|2015%20New%20England%20Annual%20Bulletin.pdf|Connecticut||Maine||Massachusetts||New Hampshire||Rhode Island||Vermont||New England|Annual Statistical Bulletin|Feb 12, 2017, 12:00:00 AM",https://www.nass.usda.gov/Statistics_by_State/New_England_includes/Publications/Annual_Statistical_Bulletin/2014/2014%20New%20England%20Annual%20Bulletin.pdf,https://www.nass.usda.gov/Statistics_by_State/New_England_includes/Publications/Annual_Statistical_Bulletin/2014/index.php,True
New_England-Releases_0.csv,UNKNOWN,unknown,"https://www.nass.usda.gov/Statistics_by_State/New_England_includes/Publications/Annual_Statistical_Bulletin/2015/2015%20New%20England%20Annual%20Bulletin.pdf|2015%20New%20England%20Annual%20Bulletin.pdf|Connecticut||Maine||Massachusetts||New Hampshire||Rhode Island||Vermont||New England|Annual Statistical Bulletin|Feb 12, 2017, 12:00:00 AM",https://www.nass.usda.gov/Statistics_by_State/New_England_includes/Publications/Annual_Statistical_Bulletin/2014/2014%20New%20England%20Annual%20Bulletin.pdf,https://www.nass.usda.gov/Statistics_by_State/New_England_includes/Publications/Annual_Statistical_Bulletin/2014/index.php,True
New_hampshire-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/New_Hampshire/cpd33001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/New_Hampshire/index.php",False
New_Hampshire-Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/New_Hampshire/Publications/newhampshire-profile2021.pdf,https://www.nass.usda.gov/Statistics_by_State/New_Hampshire/Publications/index.php,False
New_Hampshire-Releases_0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/New_Hampshire/Publications/newhampshire-profile2021.pdf,https://www.nass.usda.gov/Statistics_by_State/New_Hampshire/Publications/index.php,False
New_Jersey-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
New_Jersey-Releases (Delta Version)_0.csv,state_releases_filtered,high,path|title|state|category|date,,,False
New_Jersey-State Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/New_Jersey/Publications/Annual_Statistical_Bulletin/2011/2011_ANNBULL_Final_TOC.pdf,https://www.nass.usda.gov/Statistics_by_State/New_Jersey/Publications/Annual_Statistical_Bulletin/2011/index.php,False
New_Jersey-State Releases_0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/New_Jersey/Publications/Annual_Statistical_Bulletin/2011/2011_ANNBULL_Final_TOC.pdf,https://www.nass.usda.gov/Statistics_by_State/New_Jersey/Publications/Annual_Statistical_Bulletin/2011/index.php,False
New_Jersey-State Releases_1.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/New_Jersey/Publications/Annual_Statistical_Bulletin/2011/2011_ANNBULL_Final_TOC.pdf,https://www.nass.usda.gov/Statistics_by_State/New_Jersey/Publications/Annual_Statistical_Bulletin/2011/index.php,False
New_Mexico-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/New_Mexico/cpd35001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/New_Mexico/index.php",False
New_Mexico-Releases (Delta Version) - New_Mexico-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
New_Mexico-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
New_Mexico-Releases (Delta Version)_0.csv,state_releases_filtered,high,path|title|state|category|date,,,False
New_Mexico-Releases UPDATED.csv,state_releases,high,url|filename|state|category|date,http://www.nass.usda.gov/Statistics_by_State/New_Mexico/Publications/Crop_Progress_&_Condition/2015/NM_Weather_01032016.pdf,http://www.nass.usda.gov/Statistics_by_State/New_Mexico/Publications/Crop_Progress_&_Condition/2015/index.php,False
New_Mexico-Releases UPDATED_0.csv,state_releases,high,url|filename|state|category|date,http://www.nass.usda.gov/Statistics_by_State/New_Mexico/Publications/Crop_Progress_&_Condition/2015/NM_Weather_01032016.pdf,http://www.nass.usda.gov/Statistics_by_State/New_Mexico/Publications/Crop_Progress_&_Condition/2015/index.php,False
New_Mexico-Releases UPDATED_1.csv,state_releases,high,url|filename|state|category|date,http://www.nass.usda.gov/Statistics_by_State/New_Mexico/Publications/Crop_Progress_&_Condition/2015/NM_Weather_01032016.pdf,http://www.nass.usda.gov/Statistics_by_State/New_Mexico/Publications/Crop_Progress_&_Condition/2015/index.php,False
New_Mexico-Releases.csv,state_releases,high,url|filename|state|category|date,http://www.nass.usda.gov/Statistics_by_State/New_Mexico/Publications/Crop_Progress_&_Condition/2015/NM_Weather_01032016.pdf,http://www.nass.usda.gov/Statistics_by_State/New_Mexico/Publications/Crop_Progress_&_Condition/2015/index.php,False
New_Mexico-Releases_0.csv,state_releases,high,url|filename|state|category|date,http://www.nass.usda.gov/Statistics_by_State/New_Mexico/Publications/Crop_Progress_&_Condition/2015/NM_Weather_01032016.pdf,http://www.nass.usda.gov/Statistics_by_State/New_Mexico/Publications/Crop_Progress_&_Condition/2015/index.php,False
New_York- State Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/New_York/Publications/Annual_Statistical_Bulletin/1999/99-agst.pdf,https://www.nass.usda.gov/Statistics_by_State/New_York/Publications/Annual_Statistical_Bulletin/1999/index.php,False
New_York- State Releases_0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/New_York/Publications/Annual_Statistical_Bulletin/1999/99-agst.pdf,https://www.nass.usda.gov/Statistics_by_State/New_York/Publications/Annual_Statistical_Bulletin/1999/index.php,False
New_York- State Releases_1.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/New_York/Publications/Annual_Statistical_Bulletin/1999/99-agst.pdf,https://www.nass.usda.gov/Statistics_by_State/New_York/Publications/Annual_Statistical_Bulletin/1999/index.php,False
New_York-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/New_York/cpd36001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/New_York/index.php",False
New_York-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
New_York-Releases (Delta Version)_0.csv,state_releases_filtered,high,path|title|state|category|date,,,False
North Carolina Congressional District Profiles .csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd3701.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
North Carolina State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/North_Carolina/ncv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/North_Carolina/index.php",False
North Carolina State & County Profiles.csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/North_Carolina/cp99037.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/North_Carolina/index.php,False
North Dakota Congressional District Profiles .csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd3801.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
North Dakota State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/North_Dakota/ndv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/North_Dakota/index.php",False
North Dakota State & County Profiles.csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/North_Dakota/cp99038.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/North_Dakota/index.php,False
